id,sender,node,receiver,user_id_sender,status_id_sender,created_at_sender,text_sender,source_sender,display_text_width_sender,reply_to_status_id_sender,reply_to_user_id_sender,reply_to_screen_name_sender,is_quote_sender,is_retweet_sender,favorite_count_sender,retweet_count_sender,quote_count_sender,reply_count_sender,hashtags_sender,symbols_sender,urls_url_sender,urls_t.co_sender,urls_expanded_url_sender,media_url_sender,media_t.co_sender,media_expanded_url_sender,media_type_sender,ext_media_url_sender,ext_media_t.co_sender,ext_media_expanded_url_sender,ext_media_type_sender,mentions_user_id_sender,mentions_screen_name_sender,lang_sender,quoted_status_id_sender,quoted_text_sender,quoted_created_at_sender,quoted_source_sender,quoted_favorite_count_sender,quoted_retweet_count_sender,quoted_user_id_sender,quoted_screen_name_sender,quoted_name_sender,quoted_followers_count_sender,quoted_friends_count_sender,quoted_statuses_count_sender,quoted_location_sender,quoted_description_sender,quoted_verified_sender,retweet_status_id_sender,retweet_text_sender,retweet_created_at_sender,retweet_source_sender,retweet_favorite_count_sender,retweet_retweet_count_sender,retweet_user_id_sender,retweet_screen_name_sender,retweet_name_sender,retweet_followers_count_sender,retweet_friends_count_sender,retweet_statuses_count_sender,retweet_location_sender,retweet_description_sender,retweet_verified_sender,place_url_sender,place_name_sender,place_full_name_sender,place_type_sender,country_sender,country_code_sender,geo_coords_sender,coords_coords_sender,bbox_coords_sender,status_url_sender,name_sender,location_sender,description_sender,url_sender,protected_sender,followers_count_sender,friends_count_sender,listed_count_sender,statuses_count_sender,favourites_count_sender,account_created_at_sender,verified_sender,profile_url_sender,profile_expanded_url_sender,account_lang_sender,profile_banner_url_sender,profile_background_url_sender,profile_image_url_sender,user_id_receiver,status_id_receiver,created_at_receiver,text_receiver,source_receiver,display_text_width_receiver,reply_to_status_id_receiver,reply_to_user_id_receiver,reply_to_screen_name_receiver,is_quote_receiver,is_retweet_receiver,favorite_count_receiver,retweet_count_receiver,quote_count_receiver,reply_count_receiver,hashtags_receiver,symbols_receiver,urls_url_receiver,urls_t.co_receiver,urls_expanded_url_receiver,media_url_receiver,media_t.co_receiver,media_expanded_url_receiver,media_type_receiver,ext_media_url_receiver,ext_media_t.co_receiver,ext_media_expanded_url_receiver,ext_media_type_receiver,mentions_user_id_receiver,mentions_screen_name_receiver,lang_receiver,quoted_status_id_receiver,quoted_text_receiver,quoted_created_at_receiver,quoted_source_receiver,quoted_favorite_count_receiver,quoted_retweet_count_receiver,quoted_user_id_receiver,quoted_screen_name_receiver,quoted_name_receiver,quoted_followers_count_receiver,quoted_friends_count_receiver,quoted_statuses_count_receiver,quoted_location_receiver,quoted_description_receiver,quoted_verified_receiver,retweet_status_id_receiver,retweet_text_receiver,retweet_created_at_receiver,retweet_source_receiver,retweet_favorite_count_receiver,retweet_retweet_count_receiver,retweet_user_id_receiver,retweet_screen_name_receiver,retweet_name_receiver,retweet_followers_count_receiver,retweet_friends_count_receiver,retweet_statuses_count_receiver,retweet_location_receiver,retweet_description_receiver,retweet_verified_receiver,place_url_receiver,place_name_receiver,place_full_name_receiver,place_type_receiver,country_receiver,country_code_receiver,geo_coords_receiver,coords_coords_receiver,bbox_coords_receiver,status_url_receiver,name_receiver,location_receiver,description_receiver,url_receiver,protected_receiver,followers_count_receiver,friends_count_receiver,listed_count_receiver,statuses_count_receiver,favourites_count_receiver,account_created_at_receiver,verified_receiver,profile_url_receiver,profile_expanded_url_receiver,account_lang_receiver,profile_banner_url_receiver,profile_background_url_receiver,profile_image_url_receiver,outdegree,indegree
11,NA,AIMathematics,AIMathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902988186451828736,1445458985155317772,2021-10-05T18:40:52Z,Check out @maanow 's latest MATH VALUES blog: https://t.co/TGLRMnP27m. Have some fun with place-value/polynomial pu… https://t.co/y0AyDL8JPj,Twitter for Mac,NA,NA,NA,NA,FALSE,TRUE,0,2,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445390749760118790,Check out @maanow 's latest MATH VALUES blog: https://t.co/TGLRMnP27m. Have some fun with place-value/polynomial pu… https://t.co/y0AyDL8JPj,2021-10-05T14:09:43Z,Twitter Web App,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1445458985155317772,AIM,"San Jose, CA",The American Institute of Mathematics (AIM) is dedicated to advancing mathematics research and education through collaborative problem solving.,https://t.co/yNfPrstY9z,FALSE,1725,173,25,206,76,2017-08-30T20:15:35Z,FALSE,https://t.co/yNfPrstY9z,http://www.aimath.org,NA,https://pbs.twimg.com/profile_banners/902988186451828736/1504124787,NA,http://pbs.twimg.com/profile_images/902989600297181184/6ICgn_ad_normal.jpg,0,1
12,AJ72826261,AJ72826261,NA,708599651751108608,1444379232570945544,2021-10-02T19:10:18Z,"The Italian government is suddenly throwing 230 M Euros into PhD programs (thousands of PhD positions), all to be a… https://t.co/0BpA2QpvTp",Twitter for Android,NA,NA,NA,NA,FALSE,TRUE,0,25,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443973304432345097,"The Italian government is suddenly throwing 230 M Euros into PhD programs (thousands of PhD positions), all to be a… https://t.co/0BpA2QpvTp",2021-10-01T16:17:18Z,Twitter Web App,206,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1444379232570945544,Maher Ali Muarif,Pakistan,Applied Mathematics & Statistics,NA,FALSE,482,5001,3,2083,727,2016-03-12T10:24:56Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/708599651751108608/1523730766,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/995218312010313730/_hLcVF_O_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
13,AlBell42017,AlBell42017,NA,893296253920055297,1446643532958216199,2021-10-09T01:07:50Z,"Confused minds focus on problems.
Calm minds focus on solutions.",Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,315,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446433949476179969,"Confused minds focus on problems.
Calm minds focus on solutions.",2021-10-08T11:15:01Z,Twitter for iPhone,1363,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446643532958216199,Al Bell,In the P-Zone,Releasing pent up thoughts/Sharing Smiles #writer #creator💥”IGotYou” #Podcast💥promoter of positive vibes 💥Fitness enthusiast💥IG al_bfinechronicles💫,https://t.co/DP1LbCHSSc,FALSE,7146,6401,41,22834,53607,2017-08-04T02:23:18Z,FALSE,https://t.co/DP1LbCHSSc,http://thewaterwholeonline.com,NA,https://pbs.twimg.com/profile_banners/893296253920055297/1587531504,NA,http://pbs.twimg.com/profile_images/1434368378081251332/2WNcEVC9_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
14,AlbertTLunde,AlbertTLunde,NA,1611764414,1281330527614763009,2020-07-09T20:52:58Z,Civil resistance works. It just may be what saves us from this pandemic.  https://t.co/zizanAxPo2,Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,35,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1281325507758489601,Civil resistance works. It just may be what saves us from this pandemic.  https://t.co/zizanAxPo2,2020-07-09T20:33:01Z,Sprout Social,61,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1281330527614763009,Albert Lunde,Midwest USA,"Computer Geek, Anime Fan, Book Reader, Bisexual, older than the Internet, younger than the H-bomb. Not orthodox enough to be a heretic. (he/him/his)",NA,FALSE,1205,4109,36,162545,752741,2013-07-22T01:43:52Z,FALSE,NA,NA,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/378800000168601005/ba283c1f37ea43cb56af8d8f4e2b4d5e_normal.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
15,NA,AlexandraBerke,AlexandraBerke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618178317,1428382341626572802,2021-08-19T15:44:22Z,"Great to see our new Director, @DavaExplorer, out with @AlexandraBerke and Thomas Sanchez Lengeling. Their bike res… https://t.co/3iwUG3TGd1",Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428367758035623942,"Great to see our new Director, @DavaExplorer, out with @AlexandraBerke and Thomas Sanchez Lengeling. Their bike res… https://t.co/3iwUG3TGd1",2021-08-19T14:46:25Z,Twitter Web App,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1428382341626572802,Alex Berke,"NYC, Cambride MA","Computer science, Systems, Art. @mit @MediaLab. past @Google @PioneerWorks_ @HFA @BrownUniversity. Technology Architect, Civic Hacker, Math Coloring Book Author",https://t.co/f63guc2ZoT,FALSE,547,237,15,538,2885,2013-07-24T16:39:36Z,FALSE,https://t.co/f63guc2ZoT,http://beautifulsymmetry.onl,NA,https://pbs.twimg.com/profile_banners/1618178317/1494882102,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/864225492236464128/CgF_Ge9O_normal.jpg,0,1
16,AlexGalarce,AlexGalarce,NA,2897730820,1445811246775902209,2021-10-06T18:00:37Z,https://t.co/Dj7tgBcwbk https://t.co/tWZNHdGHTu,Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,108,NA,NA,,,,,,,,,,,,,NA,,,und,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445805629499707392,https://t.co/Dj7tgBcwbk https://t.co/tWZNHdGHTu,2021-10-06T17:38:18Z,Twitter Web App,893,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1445811246775902209,Alex Galarce,"Near North Side, Chicago","""all software is political"" -@CoralineAda. Bread, and flowers too. he/him. work: statistics, I guess? alum: @NewCollegeofFL. opinions: my own, also garbage",NA,FALSE,217,2630,3,1892,47405,2014-11-29T17:13:16Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/2897730820/1541894313,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1264914267708575744/cCGo9dFJ_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
17,AlexPHoover,AlexPHoover,NA,2159466858,1446531626301734912,2021-10-08T17:43:09Z,@Anthony_Bonato https://t.co/QUaS1YAq2y,Twitter Web App,NA,1446507471003078657,3433220662,Anthony_Bonato,FALSE,FALSE,2,0,NA,NA,,,,,,,,,,,,,NA,,,und,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446531626301734912,Alexander Hoover 🏳️‍🌈,"Cleveland, OH","Assistant Professor in Math @ University of Akron (he/him)
I post: Math / Fluids / Biology / LGBTQ+ STEM / Ohio & Cleveland / EU & Italy / Equity in Academia",https://t.co/jhzrZpym88,FALSE,840,1235,11,1316,4782,2013-10-27T19:21:43Z,FALSE,https://t.co/jhzrZpym88,http://www.alexanderphoover.me,NA,https://pbs.twimg.com/profile_banners/2159466858/1508189205,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1299406483847745536/E1A3KZVm_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
18,NA,AlexYarosh,AlexYarosh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339661254349230083,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,Alex Yarosh,,Curriculum developer @CockroachDB. I like cats and trains.,NA,FALSE,11,11,0,0,1,2020-12-17T19:58:32Z,FALSE,NA,NA,NA,NA,NA,http://pbs.twimg.com/profile_images/1399939284900237316/hy-FrmJH_normal.jpg,0,1
19,algebrandis,algebrandis,NA,1033007755773259777,1446645712683511814,2021-10-09T01:16:29Z,“are you ok?” no but I’m funny,Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,28666,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446219382766678016,“are you ok?” no but I’m funny,2021-10-07T21:02:24Z,Twitter for iPhone,88896,28666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446645712683511814,ε-thicc,philly,black math grad student ↪️🍩 || they ∪ she,NA,FALSE,1098,351,7,5570,22252,2018-08-24T15:06:56Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1033007755773259777/1535123903,NA,http://pbs.twimg.com/profile_images/1387243626791645184/coBpXdaF_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0
20,AliciaPL25,AliciaPL25,AliciaPL25,3331526883,1446617189214269441,2021-10-08T23:23:09Z,@blkmathmagic Hang in there. And if I can help with anything let me know.,Twitter for Android,NA,1446616342623313924,765205219575595008,blkmathmagic,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.twitter.com/1.1/geo/id/6e276f099bcab5b5.json,Youngstown,"Youngstown, OH",city,United States,US,,,,https://twitter.com/NA/status/1446617189214269441,Dr. APrietoLangarica,,"Latinx Mathematician, Educator, Social Justice Warrior (in training). (she/her/ella)",NA,FALSE,1311,1037,13,4077,13310,2015-06-17T18:02:01Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/3331526883/1622070759,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1347707335272226816/2kBsmHRE_normal.jpg,3331526883,1446617189214269441,2021-10-08T23:23:09Z,@blkmathmagic Hang in there. And if I can help with anything let me know.,Twitter for Android,NA,1446616342623313924,765205219575595008,blkmathmagic,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.twitter.com/1.1/geo/id/6e276f099bcab5b5.json,Youngstown,"Youngstown, OH",city,United States,US,,,,https://twitter.com/NA/status/1446617189214269441,Dr. APrietoLangarica,,"Latinx Mathematician, Educator, Social Justice Warrior (in training). (she/her/ella)",NA,FALSE,1311,1037,13,4077,13310,2015-06-17T18:02:01Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/3331526883/1622070759,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1347707335272226816/2kBsmHRE_normal.jpg,3,19
21,NA,amermathsoc,amermathsoc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143170980,1446498888718950429,2021-10-08T15:33:04Z,"Xuhua He, the Choh-Ming Professor of Mathematics at @CUHKofficial, will receive the 2022 AMS Chevalley Prize in Lie… https://t.co/xmB7cHEaMV",Buffer,NA,NA,NA,NA,FALSE,FALSE,14,2,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446498888718950429,American Mathematical Society,"Providence, Rhode Island USA",The American Mathematical Society is dedicated to advancing research and connecting the diverse global mathematical community.,http://t.co/s9eXEX5JA0,FALSE,61161,589,938,12756,3244,2010-05-12T19:49:56Z,FALSE,http://t.co/s9eXEX5JA0,http://www.ams.org,NA,https://pbs.twimg.com/profile_banners/143170980/1515607835,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/951154358561001472/1jhyD_bK_normal.jpg,0,31
22,NA,AmstatNews,AmstatNews,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94111457,1446638283908390916,2021-10-09T00:46:58Z,"Know an 8th-12th grader interested in learning more about statistics?   

Register (for free!) for the FN David day… https://t.co/5nm0CRqtoD",Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,9,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446621875552104452,"Know an 8th-12th grader interested in learning more about statistics?   

Register (for free!) for the FN David day… https://t.co/5nm0CRqtoD",2021-10-08T23:41:46Z,TweetDeck,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446638283908390916,ASA,"Washington, DC","The American Statistical Association, the world’s largest community of statisticians and second oldest, continuously operating professional society in the US.",NA,FALSE,20258,1450,555,12243,5694,2009-12-02T15:30:40Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/94111457/1633090330,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1291427256284467200/lHBMSolE_normal.jpg,0,1
23,anitochdz,anitochdz,NA,313610330,1445948942785687558,2021-10-07T03:07:47Z,@EntangledRod https://t.co/HUDcODBvBX,Twitter for Android,NA,1445948555378704384,1175522341956280321,EntangledRod,FALSE,FALSE,1,1,NA,NA,,,,,,,,,,,,,NA,,,und,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1445948942785687558,Lolita,She/Her/They/Them ,Grad Student. Ajonjolí de todos los moles. Queer AF.,NA,FALSE,139,332,4,4061,8295,2011-06-08T22:54:35Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/313610330/1537169591,http://abs.twimg.com/images/themes/theme3/bg.gif,http://pbs.twimg.com/profile_images/1340348725558976512/1nCmFsED_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
24,anna_c_nelson,anna_c_nelson,NA,1270711183448829952,1446524161145278467,2021-10-08T17:13:29Z,The Rhodes Initiative at Duke University made a terrific short video about the Mathemalchemy art installation.… https://t.co/z6Q1BPtaoq,Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446307040217862149,The Rhodes Initiative at Duke University made a terrific short video about the Mathemalchemy art installation.… https://t.co/z6Q1BPtaoq,2021-10-08T02:50:44Z,Twitter Web App,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446524161145278467,"Anna C. Nelson, Ph.D.","Durham, NC",William W. Elliott Assistant Research Professor | Mathematical Biologist |  Ph.D. in mathematics from University of Utah | Handbell enthusiast,https://t.co/CLu1N42BG4,FALSE,231,176,5,106,534,2020-06-10T13:35:37Z,FALSE,https://t.co/CLu1N42BG4,https://annacnelson.github.io,NA,https://pbs.twimg.com/profile_banners/1270711183448829952/1591835584,NA,http://pbs.twimg.com/profile_images/1270711326755549186/6hXAb_K2_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
25,annakmil,annakmil,NA,3453779060,1445943159142371331,2021-10-07T02:44:48Z,"Save the date! 
https://t.co/mTFx0Ddji5",Twitter for Android,NA,NA,NA,NA,FALSE,TRUE,0,8,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445919361202413572,"Save the date! 
https://t.co/mTFx0Ddji5",2021-10-07T01:10:14Z,Twitter Web App,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1445943159142371331,Anna Miller,"Tampa, FL",@mathonco postdoc @MoffittResearch • #mathbio PhD @UUtah • @uncchmath alum • Cancer ecology & evolution,https://t.co/w6fAmyo4i9,FALSE,582,570,6,736,2723,2015-09-05T00:49:46Z,FALSE,https://t.co/w6fAmyo4i9,http://www.math.utah.edu/~amiller/,NA,https://pbs.twimg.com/profile_banners/3453779060/1534133584,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1024677178137567232/SxLlCDK7_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
